business_id,type,checkins
aGPe8eoPbrK4NTPvBAXmCA,checkin,6
P4g3gpBdaLUg3YhaIRVJyA,checkin,17
vmy1EtqsNNOe5-JkZJq-9A,checkin,24
7kk7d1M5Suu3qoZyY1xxsw,checkin,9
1ZiGYjB9TMwmmvbJRWrB1g,checkin,881
JD9HkSyh50TXBMyXeYMImw,checkin,7
mFfTJke7FVeFX9LovtpS3Q,checkin,55
EYQv8VjWFetPfv2jjsjd4g,checkin,60
tv75WjU8kSLuau56e7r70w,checkin,37
EPvetVAhC2Tt0PMmR1PZqw,checkin,114
BAmup2ndKEp9X0e5ekM4vw,checkin,128
-SA0wdRU2KbahJyTFrHxVQ,checkin,23
YMsuJBoCmu8lIVIWihHV_A,checkin,6
dZpDZvGqk_bELPggp8bFKw,checkin,16
qrEYcZV4P7ozTCwOzKR6kQ,checkin,62
u0Z0OwRYbwknE5Pr_CJhnw,checkin,205
6DqG808vLAu2v2NYn_YV_Q,checkin,261
HZo4NMFuPO3qqJ5aUfF3JA,checkin,32
u6Mg5tgPjeWC7S81uHp9DA,checkin,59
1z4cd2EgWGHUNggEsktcuw,checkin,16
L8PKuP-w6DfMQlml_nd7WA,checkin,25
K8kI0-D6_QMogC94Dv2JAg,checkin,14
HIz1CncId6ecicQCPnf5xw,checkin,116
nRhhHKRVASzfmM2NUWfLLw,checkin,4
2PhJlIb10_Impc4NxlB5PA,checkin,16
a0snqhyGE3A_zZCKJMLKeA,checkin,20
bWhYNme-1baYobsV6J3yNA,checkin,10
EKSl9_uFMfUavguVt97LQQ,checkin,43
ev8T4IcPEA45HhIMT3lFqQ,checkin,255
LPUB5C-kftKl6ezexLLC_w,checkin,60
TY_GEhNjUikSvCG2fS2ZEw,checkin,95
_R-vqZMMdwueeL5RLpRCIg,checkin,20
rvadcvlEy0ZZMyfOK1RdMA,checkin,5
biELyKSsXxBckcAB4HMazg,checkin,7
eIJ7yD77Hm3ZJ1o4B4eCMg,checkin,47
EzYt4298aXSybymcSetQxw,checkin,291
gCkPJh3AZ6TODJ39Fu11JQ,checkin,191
3RKhnCtiN6jfaSbJU-9kmA,checkin,50
KYQJIubSlmsf0iUcWucCWg,checkin,26
CLET6lnVEpJUNK1E6ZjxXw,checkin,31
B6qSXkK5aVW7qwbXHuKo3Q,checkin,31
P7Da0uSG_iIRuQPDPnBAHg,checkin,19
JU-y40a_2XjhBe_G5jnSAg,checkin,67
Hy9-PIU2CQ2aPID3DxwO5w,checkin,18
s0MMeuiqk5Mt95PGztHUsA,checkin,52
RP9-bcbJJmnWBU2GyijxsA,checkin,132
7j95JRF7h9r-URNp1OlVlA,checkin,4
dPG9u-NSoRwbt9rQzGmV5Q,checkin,3
GrxX-oNBmwrighNteUZH_A,checkin,41
EnKbkNOz65o7YWUi8QtGgw,checkin,91
Z674OaQSuvp6noaVG9d5mA,checkin,7
wqdTiLfhTRSL4iSaT4-5yA,checkin,9
-JbIqkEGWPASyvdquyYPEg,checkin,94
VG_gGrvTJYFR8GLw0-gxDw,checkin,34
j5lixyowTOwO-XDfSIz5wQ,checkin,76
DUUcngkKIfOE4dRyYwcVBA,checkin,46
iFCdgwRX_-bRt9WMf8dhcQ,checkin,99
TTPjhAb_76kyDeeW3I2ISg,checkin,3
ODX_i3Hl77FTlOR8gVZD5Q,checkin,72
60t8dwOIjThflDAmkHTGfw,checkin,134
lS9Fu58l4wo8rP5103mWcw,checkin,35
5av1BZJIfiYk6Oj0MoRpBw,checkin,40
9tq7BjKae_kxF9YUvj0IgA,checkin,20
-a7pFEUtSh44jkRdbzasmg,checkin,8
1SL-m7o59aFh30L6xp4RzQ,checkin,7
B5ypg5HZFK1rEQIJQhGvCA,checkin,130
pqsljPxfxY6yeY67zLgLkA,checkin,28
2OsZu-GEIT_sVIwWZF_fow,checkin,502
29X-x4fKmSGVviJ5uVs_Ug,checkin,19
SgCKOeQor3PkXW1QWIHeHA,checkin,12
zEFsA1J_AsCnAsDKHG1Igw,checkin,29
5trIoWhHSgeqDE3rfgQswA,checkin,35
KXUQrPQpFBfZsfy5QI1mEQ,checkin,177
m6MN-uXWMWxWhR4oZ8Snng,checkin,68
Y9KqbKX6u4wyR750K2_BQA,checkin,29
tMkZegoJM0bGdHMpsdkumA,checkin,71
PQ4XniPQoIm-loni7DoXLg,checkin,77
z3NYIgkXZg7WJhyCsmyYpQ,checkin,77
2VwNIKrGpgKYcYBgnunrBA,checkin,7
6pNvCFqzGYocTWgINZVY7A,checkin,46
KJvDnD2--Q-8AZt77-neQg,checkin,23
COmok4-gHqyRAbvsDe9Epg,checkin,3
cGkXXyOSCQ0ejQW7uRBpmw,checkin,14
YRMjz0QRmbkeBLIDu0q3hQ,checkin,34
hU2f_i59Ly0bYNV5BSUJKw,checkin,472
4THXlf9wdJfyF6DF5eu5qw,checkin,8
abne28B6N2oz4Ah6fu6aEg,checkin,20
O__YFyOPjJeXtXk8IEMzkg,checkin,61
CHS0CYudxY1ZKT5g1NeRaQ,checkin,5
9_SLhxihpnWTzjG8J-CzLQ,checkin,4
CnQYp0YrEO2dPmbQeZ2bjw,checkin,91
VDzpDFLLAvRbAl6lHLjtog,checkin,12
mWbvax6YkhyxLkrpK8xNBw,checkin,213
3DFe7-Ep5ElPgyyGdNP15Q,checkin,142
Xj90_ZyRZKT0C6__XLkbXA,checkin,42
N8qx3geSGXHqIXuiMttbsA,checkin,6
hAt1G5V42KnDSZ_zdugGyg,checkin,8
BsUcyfjbjCqcOasVxVs-0g,checkin,29
J_CT21_1iDUUr8kiBaI9DA,checkin,33
Ycim28MMlwfrg_mlWj3Idw,checkin,25
2nsOrLJ143O9l1eREnb0ug,checkin,161
Fhnm2QJcRB-7Bx6W1WL0OQ,checkin,16
w5cUSTyUCZLD2D6Z0QI1mA,checkin,8
UZv45InpwWxJO66jOzPTIw,checkin,11
dESHic1Zu6sbxPocFGOhkQ,checkin,67
-SeXfwMEKSYulDeCLISANw,checkin,65
QAN8WHpNHM6ZP17Q89UK1w,checkin,121
8zHPP5TO9uGHh7ny05g0Iw,checkin,296
jrTWb_ujRQLYIBmPVCrf-Q,checkin,42
GMSOxl0yAksX6zvY_Znd_Q,checkin,130
jR0pU22M1OsyIFRqyW71OQ,checkin,5
eiKbSyHojL6H487z0w9vzQ,checkin,177
142hnvjdSVvG0YC9GP1OSA,checkin,30
q0TB5eNb5hiCkPCL_vSGcQ,checkin,10
vNF-jPUlNAfShbPSEeVhDw,checkin,73
B8T71v0GeA4Miq_PQ1_rcA,checkin,13
HZM-_kpgPoau4CU-oj-F7Q,checkin,8
pwsJjKyPacvOEQ2NVSGt6w,checkin,6
6bG5zcaOVtXe8GtO4f2aBw,checkin,13
RpVQ7b5rrPbUPXoSKxA3bw,checkin,14
reQFsypdtbcoI8cIBVyAlg,checkin,7
qBFS8GHlEK7ouwyBuQjF_A,checkin,9
h1aX-hEhEnSK2DoS0AJX1Q,checkin,3
PSbRQvYiiDZ404Y_ImbIDg,checkin,3
V-IUpvCCJoaKiHpo11-pnQ,checkin,13
oKjurZEagBK2Z00Yc6_nNA,checkin,50
FVUVHXifnKRtpsVHvdRylw,checkin,150
e8zOZr3nMejZy4Ei9eCcaw,checkin,199
rxSI27zx6RhzzWc5r1A8uQ,checkin,20
Kle8p08OShKRw5zwH4R1Gg,checkin,595
tOcJnRavMSUzy0EmfyZloA,checkin,126
a2FM4GSmoCCUjHIOy7kc5Q,checkin,19
MT-BJEEK8sYfwrB9GSLHLA,checkin,13
KeGj07bJV9yBc22_8wFu_g,checkin,84
wp3_EfE_3CGGA7gn76hkSg,checkin,6
8AoHXhEnpfqBCdGEHGLtgg,checkin,7
huaajHldGEZMF3jQBl9uQw,checkin,8
DzVuFUBco4ZNk9UfYTLP9g,checkin,64
xY3WBeN2l1eOCd-6oAXsxg,checkin,8
OFCbGHqqZzRzWLzW8jmHcQ,checkin,76
HbX7zkmRINgwkZFlaI7GkA,checkin,51
XWHLHFIuF_0fsQAJsowpfg,checkin,7
TW44bipmQ5fCYbA2D2sajw,checkin,190
TUxTmesE3H5t94PXgWEuNQ,checkin,135
OUEQb1EL4b5_Rllk6-b5VQ,checkin,135
aKd5NMv_dH7hoge6tQy5nA,checkin,50
h869Y00XkD9oeL60n5-8xg,checkin,77
5E3XTu2J2B1pHRfeNf3oVQ,checkin,85
CYHDq8sI5pW2KJHl9mQ1YQ,checkin,15
mVHvmp6j7SoldZWXIsk0gg,checkin,482
4KI1dmWi2d-879zwrsG91g,checkin,9
7-E8PmTTcG1xa99hyL7F9Q,checkin,35
MolsOVQXnv7YidKSc5z13A,checkin,271
LG4JvDLtUqVuUZTeSQwuaA,checkin,15
fg7dzuWuFgYHgyHeNXdAqA,checkin,3
IlsUEqH86Orpi9FXeVU8cg,checkin,136
Kv5ADcYuQacl0aschZzB9A,checkin,15
Is6-9C4O_pGnXF6ETRULcA,checkin,66
AAirXXd7YvLlbj8x8MIZCg,checkin,48
Ezg_JD4Idq9fZM8kTaWYtg,checkin,8
4x_zEp9VOJ3MS-N0aV-CqQ,checkin,15
_tbV61fYUcaSFZtwMxKG2Q,checkin,14
pDogH4axUUEaUBGh1UJuNw,checkin,230
_NfAefuq8n2hJlqM9r7D6Q,checkin,8
6ZSh1MoidBxTrxzVCboNVw,checkin,36
1_YMKRbMdy7S0TbnnFejag,checkin,11
7mPtM-WeiXVwmyQVtuxpLg,checkin,15
VXR0R6lcNt1Yu8vy5Atayg,checkin,33
IfeS8KfF_oRQ15z8GW0iGA,checkin,7
-z5389NJYSoXy5WVcVxIzA,checkin,6
GSRbJUlHG-zCc1e9xQ8DeA,checkin,18
5gWhbA6zbj6ki5loKqxQzw,checkin,58
wG1qbEhHHFAZmELbkLq1tw,checkin,11
lMr-IcSUe3YL0ScMCoBlRw,checkin,5
eQd0nAFfhH3bcQT0VkvSJQ,checkin,19
mUvd_DsChfLoh93D3t18yQ,checkin,7
BPd8u3a0QMB9nHnfts84LA,checkin,24
EObUf5tjK7m6pdGKpvvqoA,checkin,15
DT3N13UAo-fnVJhVQwgX_w,checkin,8
grmeDKUcxdcMvS6_aOodZw,checkin,18
Wyq6R5x8dV_o0H-nFFPGPA,checkin,21
rirBJBeLjLiGOUO1-OXliA,checkin,246
yJj8GYCJdnbBsAT1rcB67w,checkin,1249
G1KPfI6yOU1LDd1kzL9d1A,checkin,6
vu3Z-Bhq_pMEOfReAaB8NA,checkin,5
77Rg1GQNlgV-xcVU6tfzdg,checkin,105
rXK2_MC8_FiJUwYftcD-EA,checkin,12
8mBGOMR965y-2Ei_QtMNZA,checkin,3
1tR-eRDhZLiUI4pYHFyiLw,checkin,287
N7v5AGUuaSGir0h3hllCpQ,checkin,325
Ij5zbggl1j7GzLiA3lvtwg,checkin,27
Dv0whLKPYH-h-gpZAy_hoA,checkin,16
Ujm_F8W7w6FY5P6uyMN5xw,checkin,7
LYCWdmuBQlMxMmzlK43zDQ,checkin,129
tB5Ov_l-S_RAprPkua6Q3Q,checkin,56
mI59f9_upXFtcoC-frJQiw,checkin,9
FSK_pCLBx0juu9yQIEQArw,checkin,250
3pTxc4yFwb-10mOV3nAy0A,checkin,186
Ca0Oola5exjDB9fOvX5qlw,checkin,202
1s-BcSMJnpY0NNli8XoEBQ,checkin,9
aZhV9RvlshaRDtDxTBEYaQ,checkin,4
N9Kf6MS_dIq3t_ZNC4e07w,checkin,31
qy3go3-IZL3P5sp1NrSloQ,checkin,4
hDKsTrMjHr20bhLtnOL4Og,checkin,108
w8sRfLP8U7uX4OktcSbb_w,checkin,133
4IJDQFeQRTb-UGURjlMP7A,checkin,56
dGXEi7IY62e5bld71l-WUg,checkin,87
cL_wKtydNJb9QpxLBDZBMw,checkin,56
YS69FK3Bul30xflmvYN4Xw,checkin,22
SmkU-YAo2GwRWiv8YtbP0A,checkin,67
25rYFQfogyxVrng3NXGZ6Q,checkin,9
0Ypt9juxZP8qfHeZoq-g3Q,checkin,53
f3ZhH3kIKvUdoDJhcRyZ5g,checkin,62
1nDvaCEBmbMZZvgOGSTKtA,checkin,92
5NhUOgimIg954EnUEaKlWw,checkin,19
3KLdQY1Ky7o1Y0KCLwKUIw,checkin,29
NRG_u9hQ-Oe8wiYwOCcisQ,checkin,127
QfSLGqyUS3J_kIsejayksg,checkin,9
d5Z4UAX0dsVR8M4ClCh2mg,checkin,28
AnzVoudJ9PL1gDbpAMGgKQ,checkin,30
P0ljPofapHeVUi8SDdbkQA,checkin,4
H7G1u8DAvific8gBb3n3_w,checkin,32
5Oct67lPgSFggV63I86prg,checkin,24
mfMFXn_v6eyezCnWgYlmdw,checkin,237
1Nm3z0cy_iAKABZB66UX6g,checkin,20
A1iIJBDEyj3PL8Ma9scYUA,checkin,115
fE2-vgCC7btQJbCSiCcGFg,checkin,6
KaR-QPrA8dQ2EzCBNNWEvw,checkin,71
xT3fyTWeXf9Cf4KYPCJzKw,checkin,84
6nrKmXozuXWGCFaiIwLWKQ,checkin,77
-x3pW4gV6vwBKWIRdHkvsA,checkin,140
hx9lgcVZXiToXS0ySiGGaQ,checkin,82
prF_lbKywPnZhNqvJOOaDw,checkin,7
JHP9Mo5ob7JU9rpvXIneEQ,checkin,40
T6_8t7Fi2n60WjOqJ0yhHQ,checkin,171
CzModijOAEiNWQqOMBOozw,checkin,12
o3ygnV9KOcKPAk8-bX5OnQ,checkin,14
7raBVh7_z4T5ZvVuS6Dy1w,checkin,11
EgJaDh6PUnkQanbG7zjbLw,checkin,10
MF0cgfTHwyPR0rOLKDbNfg,checkin,13
jeGukXRIBF1buoHWst18Tg,checkin,9
q-cIyREtBAaUbcTQfLk9JQ,checkin,16
F7JEvCQxIfULSthidaZP4Q,checkin,28
Mij4xeIRg-uvaSxeWEwfJg,checkin,42
GxndW6nrB5r_cgk6-6BkJg,checkin,136
SG2OZ0O9HH4o5-DLusQUxw,checkin,77
sc569O6qogrPVKtZHRE03A,checkin,503
bCOKdXM7il5tARZUltzaIQ,checkin,48
593Sg-q-RdAhtXL5WSiCqw,checkin,638
qyk-4Pb-VzqMpImPIAulCw,checkin,288
rvcqZGNzinSugtLR3x81xg,checkin,6
MbMVmuulwPumRmLzZaPZlQ,checkin,9
k6n_ft6eD3sjRvmTcf4lBA,checkin,32
qIyqUlzqEAeb8MmDZ2o5kQ,checkin,12
hGCynbZ1eFrJVr0LnF8zOw,checkin,94
eFjFkyXQnPkKxF0-7p2xUg,checkin,122
6CK8cTaDQ_ZfhHFP9zYSGw,checkin,19
zI_w77-yM1VgW_e0b1bLHg,checkin,16
RKI0vz0gvxmV22ux9Bx2GQ,checkin,9
XEh4W43Z1hbF22n3WEITvw,checkin,50
-4hL8CpEWldFi0NjkMCOPg,checkin,70
Jdl7C1lzdeDUmyjVH38yOg,checkin,4
wVQKpI1jCKgu6o4zADvIuw,checkin,91
UV84mdPgI_sCKqt4Y6_FvQ,checkin,21
GyeiwqZ4kTebKywKyt7YhQ,checkin,6
DAL6sAl9d8mxw7P2ysZGJg,checkin,9
YtvSiHawa5wKO32LVl4fEg,checkin,235
ZHvCePeFfeZ9PN41JA-ZzQ,checkin,1782
j05AVB9paR3vvQNuna9eTg,checkin,160
JShpcX_oSkA0aXINpsPGQQ,checkin,59
ew0ioRqPWVvRVij0UQ3cvQ,checkin,121
z0ZqdvC_YvdijLzULGAw4g,checkin,4
PN9P0nScSD6xLKCV0SvAdA,checkin,131
vkbW3PcZp521vYszqyRSxA,checkin,3
STu1crcrbC_UEaBV4BsrAg,checkin,4
M-FfVW5jJZZ6NOYg00pbnQ,checkin,12
mdFnWidKPFgUxk301TzDtg,checkin,26
82_KcyPunjrXsqTbLwzM3g,checkin,12
YOFh9ztk2Hl3hrT0NBI2bA,checkin,78
Xb-cp9LxwZKGBPpwz3HoiA,checkin,35
z18-Q_vElRd8Xx6bnK4Qeg,checkin,7
1MVNmrV6Tp9VpS_58LAu4A,checkin,227
XAOFXIH4KoI6vJldb_Uz_A,checkin,48
1AT921moq9DeEk5g26ZK1A,checkin,74
YAWH0mDarsqNtDOdn-tCrQ,checkin,29
zbO1gfcWyrFDQ20Z3XP9fw,checkin,26
6x77fny1l4youWNNvCOohw,checkin,402
WPoKC9_u6bEZoWQd7pS22A,checkin,24
H-bddYYdyT0LK053xdZU3Q,checkin,41
8PNgikkR6rEBB2Mms5qXJA,checkin,56
Kbki74dCFPO8_pP5vtwyOQ,checkin,309
7exUQiTcBqT4BReIsm48Nw,checkin,35
2HXK-8mdsqh6pIFuWfGnnQ,checkin,7
y1xqIhEXmIfM8xOhPQuHfQ,checkin,66
tdlSjsWl9PYEUBhDXkIvXQ,checkin,40
ArjchfGWpXf3R8Ly9s52Fg,checkin,94
VD2bVdG3NbEEHrmn9mpK4w,checkin,75
5BDkSLG5ccsTB0ZpinD6GQ,checkin,44
a0ANvc_KMLS4kFNCbSu-4A,checkin,16
cdwHgELA2puX2DNfwSt5EA,checkin,644
27ADmOieSUZfbiU15als7w,checkin,683
AwgdRg2gWbdcinXxqkFSaQ,checkin,9
wGDXKs4VPubM_4-I3BHj0w,checkin,305
AMEI0DxPHPcDJJfIuxPmog,checkin,22
DTbZiYWiEdYjrDUibUMe4w,checkin,118
jcJLwFit9lwYCiDBV7fuqA,checkin,239
cEtlUnEBXDPsFHhhou27tw,checkin,302
pRKJUXN-nPG4l7nMrtz2cw,checkin,306
SwmStS3zjj94aV8M7kYqLg,checkin,1368
9eOg-2aKtyoWxoTKYeNHJA,checkin,159
heM4qgmgFyKFLGsh22ouqg,checkin,8
k51gtBEJayDWjs0HCoL-7g,checkin,42
xf0Q4dPdNfXZ-X_MKI0HFg,checkin,11
IkukcWBvBl10_5VPbx-Liw,checkin,151
zjPmQwY5L9CredUqFVttrg,checkin,21
u7SqRXp_H5ysr6FdlEORqQ,checkin,7
YNx5vtfjtwXZEk2kBQoA9A,checkin,1104
F5YC0NueNyG2Zb8qgcDmjA,checkin,37
ZNDPvHO2jp4NWUXFNe694g,checkin,139
zonV2F6YNVn2_sI5dK82eg,checkin,218
4juYmq_YpvdV8HZ1r0AWBw,checkin,117
XiGFE32CFmn7UaiIoJxS8w,checkin,3
kgpSUW08zB1ZGzV322GnpQ,checkin,11
O24JqSyuDtNr1AFQDzWnWA,checkin,86
Rt8ZRhmJbT21drPJA7Aqrw,checkin,89
0L7nj_kFVMldRrZA7q6rvQ,checkin,257
EERx8ioBQnVoL4QmMPu6Yw,checkin,10
v4TpRaoGQQhqBezBgGOSlw,checkin,17
OtdMMd4taGagxkU88wmEFA,checkin,45
4jDDSE2q8X97FjJutOcAqw,checkin,11
x6nqtTyGA-jvUyy_5E7mug,checkin,342
KO9CpaSPOoqm0iCWm5scmg,checkin,221
4ftEfTYX_AOqrfSuZWzhtQ,checkin,54
NLaZGf9em6T-z7TSXUkxDw,checkin,39
UUssRgBCO_riWg3chbv9Zg,checkin,186
4IAzFJ159GEaIGX1-y6Bmw,checkin,45
4hS8eGr2vr3Y04yECCzovw,checkin,20
eRb0wjIVlj0bbfmePKZLng,checkin,12
hdOREU_bsb8LmfQrTjaxYw,checkin,15
QSztn91Nzii1WwEhh0B94A,checkin,171
JpZG0xheLwuAwj7xzoqx7g,checkin,215
4Ooz9ZW2RTE_WGLRWY036g,checkin,5
BpMdiKy1Pf5VdBouzuui4A,checkin,98
xuPJkwww4b8X4j6n3c9KHA,checkin,19
HMhGStntShcJYr5aPDagGw,checkin,156
hv9pyEJFCSJI96znnWvs_w,checkin,9
jZGPpPUNM2xe4N8qS4Tu3w,checkin,54
6Fe2hMYFCBW5oE23DFZX9w,checkin,67
x81TnVYj3TPf8SABV6_iFg,checkin,22
h7RI7ahTT02Sn7BrONqPkg,checkin,44
qii0hSxaINGRDkqniU-7vg,checkin,12
WzEceFzuqAbhxhC6G0HXiQ,checkin,6
k_abIYgwOUEB_pNgGvYjMw,checkin,214
H9wnP4BIctmRxMq43NPgAA,checkin,97
GcStGLZRzfWqlGaxTrVX7Q,checkin,84
M6vkKHduoFkWD6h73JJudA,checkin,14
2Ev5gkQrrW7maKwAUBKHAw,checkin,67
bfd122ps5lrVDwXW-7VePw,checkin,16
0sMBcmbZlgNypLK7vIY8Vw,checkin,146
r-sdNt3DKnz7fpA3lVkU8g,checkin,11
MTA-vsXTeyz4sqqFcXEUGw,checkin,9
qc7y78qMmnvD9eySXnjwyA,checkin,44
jC8LV9xhiicyzEiJZbrmXA,checkin,82
3OXuxWtGMkBoikTOjKHxBg,checkin,709
Rq-rzr3-e4xR_-QTmzY0Vg,checkin,359
N4KDipEdv7lCYYtFv-oKyg,checkin,20
gXYTS7Yy5g4_4f2XHLZbbQ,checkin,26
OA0FMNWuCcDSQJXLJTYbbw,checkin,295
OuTe-ZJroUzNKSDIv0gDWw,checkin,28
QzMaVGGR4Eo5otfgOAxzjw,checkin,23
dicHv4PDTBvvZSUDmN-N3w,checkin,32
2AAmXgQPOrn_UiVdUG5YiQ,checkin,21
dF8S01hm5qPVLOqPVBgq6A,checkin,19
K8emMV1eJb8b_CNWkUTZ_g,checkin,86
RwXER9S7bB6PGhv9jhc90g,checkin,4
-_0Dx-cEvnQ0w2mauUpyXA,checkin,134
mYuHPciSbqi2lxYpbs-LCg,checkin,2078
MjfAoedtNUY6MXd-mtHugQ,checkin,7
bRYNYkMSghVlszXcOtA2XA,checkin,111
DFwNc1whtc-R2j5z6ffzRw,checkin,145
vTnuOWm41T1iKPNJ8PrtIg,checkin,178
xcMUacWzWFbzwZtosQZcmA,checkin,8
aBL4VmzUzg0JX8K1PzWg4A,checkin,140
648tcycVeXu5LHLphX2pIQ,checkin,7
9H1PBcxPxicokgj8RJ4L8A,checkin,52
TN49j3bUJr3fuKCJkCatSA,checkin,141
Rv6ZuO9N2rOve51ERmorhA,checkin,8
xKoTdBxoSr08IJKq0WASqw,checkin,15
t9A1tZsgs7eJrEW2CBmPUg,checkin,400
w7MdnHM3JPMgRw_sXj1EQg,checkin,49
DjxX8St0I4bFVdrP09CdTA,checkin,65
v3_CQRKezq3JdX-xxWambA,checkin,30
BvvGeF2zgacG54nCX6YDKA,checkin,537
qSLdUiI2edATC3KBT2zf4Q,checkin,316
IW_VUR9OcaXUjmwYTxvFbA,checkin,67
X-_20cR4aIVjGyY8YtXLyw,checkin,55
7Sp8mQuoh9jRoxM89spd-A,checkin,70
hklixCRElEQWkYrmPtwrqA,checkin,10
9Ha_WZmkr4qbVlbP7gfAzg,checkin,32
YsnzNVx1I4zkUhd1RcK4qw,checkin,41
A1DT98rBNPy_lzQtB6GZuQ,checkin,14
4_IPjeZZ87LPiXkKDHx2-A,checkin,208
xmBJB0-T8u3GienfZrfhrw,checkin,16
TWAvQE0Lq-I9ZYdLYcnyaA,checkin,19
k1hMSSKrfGhRSVVKcujksA,checkin,8
JSxuxFf_RLEpgZAxwV8JXw,checkin,253
soH8ekCER45AjfMaM6cJ2A,checkin,251
Tsff0UUVgrnawjI_xd2cKg,checkin,247
-pJVjm0t4F6sNHo77HlQKA,checkin,92
2Pmqfhnos9ETRhLFmBs-Ew,checkin,4
NKIdij-6hJGCGfQJ7BNn6g,checkin,36
OwXUX1Cv9r-lZgbkF1D_xQ,checkin,9
XqmAbDasWtBd76LpJnMKqQ,checkin,79
w4YJzqiQux3tsf50EMMorw,checkin,22
xukZlnZOtWp3M8eH2MmIdg,checkin,14
SZP1FU9GfItWVB3ZSNg07A,checkin,31
tUMGHqf05yRUsBuTAoVToA,checkin,9
vSf0pqvaLp5sVSjJPeOqqQ,checkin,4457
FUUXfZfN2NruelWQfQxIzQ,checkin,209
GN_kXuNCaTORUnDnuFGsrQ,checkin,64
tzOjJSna5OWKz-t42OJiHA,checkin,48
txxRE9Pw87l2GrfEIU178A,checkin,14
xV8z0GT4rkApkjOAeTxpWg,checkin,324
mKC08JyhBbHAX8wGguUIlg,checkin,7
wBoIluN6rXm4-ucYL2Z6gA,checkin,1147
NdNdgzSo7M0-RSWDPWKihg,checkin,42
Y78of8ypGoxscMH5C7icFg,checkin,5
ZCvIIuB5M-e7yXjjgVWQug,checkin,85
bntRdC23ijuKo41SBrPgFQ,checkin,40
nMWzwFu1QZ4lsGFg-F1Ltw,checkin,5
UWc3-FI59SjoikVw5ombVw,checkin,89
sesJW8QAuJdCaH0FMyOGhQ,checkin,8
3r7WTIbwwnJ9em7cQztRqQ,checkin,34
Zvv8lNxCjWpI_f3O-uP5zQ,checkin,23
dJUX_fEtWR-k31sZZY2gjA,checkin,19
BNgGGj2A_B378GYd6dcm1Q,checkin,9
MDDg9JCyac9oRNaKgu4IdQ,checkin,10
C194OflruxL6fK4Oi78NSw,checkin,311
jch1dxmn8_O_HdBEyw8wkg,checkin,117
S_Kc3W7XJOXoqz7wmlKVvg,checkin,8
eSprWR5gOMgXeXMJwE2A7g,checkin,27
5iNDEyLJswlErDGD4OT6NA,checkin,69
cLVYa3S-ylCOWflLgy0JPQ,checkin,20
7kMvnTWcLjCbSL-cVhveHQ,checkin,95
7dnH0aZnfc2HxSbJkBcdZw,checkin,44
FYPAPxb3Kdc8G878jbwwAg,checkin,170
dVqpb_QpTyQjbuEl_XQq7w,checkin,34
35PhXOlU1xmW74u9ktGrCg,checkin,21
mnqwmqO33gCByOLqKUYxTA,checkin,20
QyxlixWMD_qThvKEPgwDqg,checkin,7
lba4kPgKQ3IBe0Q4brhgkw,checkin,36
TVdSOwbZ-pcRbhOYCiH9-Q,checkin,45
e7BGlf3XO4UrC12gAMlNrQ,checkin,11
g2MPIF4RRQgs_sk_7F-U8Q,checkin,670
Jl_ofykgIe5e0I8Y07CEqg,checkin,271
eYQGxsK4EFqYuDpTZR2XFA,checkin,824
BEoK3ywYnlaLU3oftgRWBQ,checkin,417
32X-4aALQG3Sc_o5hVrv7Q,checkin,21
Jz29scVZbyb0iQcJkkmrvg,checkin,6
5t-XCp3kifJ8cvApqYnExw,checkin,59
jwWyx8gEIhUNzBzyDzWjmQ,checkin,32
HHYSvEjbhYAFghUsC66QEw,checkin,133
2rSvtVINABQgJIegCt2V9Q,checkin,70
f5ftqLH1oyqHKV7VJNV2ig,checkin,163
WodLcqteSUD3fA26DKtwlQ,checkin,178
tigIXsvKMb4xCiZP56oSPQ,checkin,18
daxmUMiODbiQAFaoaAVs4g,checkin,21
NcXkPZKc6PJQYb9hOcTMJw,checkin,165
r-a-Cn9hxdEnYTtVTB5bMQ,checkin,1064
IMeT6UiKmbFFf7hszj9uIA,checkin,52
sEs-qsSnXDtbNE2Ly0lQDQ,checkin,214
PRugzJtAuKo1IvmNXP1ZjQ,checkin,22
NBvrN_ZDpmBCsPI1qLj1Qw,checkin,294
0O5yuql5sNG1L_bpHb553g,checkin,6
nSYKoKKbEwcopsVyTg7BIg,checkin,32
3h4vLu55D99ZbQzC0M56kQ,checkin,18
ZrTuifpoIR4xffFykF0jMQ,checkin,183
KNH1T4wwiOXA3r9oDXpFvA,checkin,1763
wBrh7tlVqPKUWcLr8I4Rvg,checkin,8
oh--8vNSaBDbA-9LPCvRHQ,checkin,123
Dcs_jLOlNXd96LarVInFgg,checkin,77
-82c7zhoPBc1F8XQjhzaTw,checkin,207
rscGJJJb7PxTmWdYGqurhQ,checkin,288
ugzBjxLS8wchZcASnHJO2g,checkin,84
sNUrGih0y0bj2JzrBEZBDQ,checkin,11
jGvVGRqdOo62Ig-5Qjt7_A,checkin,20
GfDF3Z-8cH-IB0X4gmb67A,checkin,40
q1ZQlDDASrPwYPxbWqtvZw,checkin,142
MDt3zRlPLA0uifPKSA-rnA,checkin,232
93o1h19UKHlI4NE19Peibw,checkin,246
QwegNI-yvg2gey4gQbu6xg,checkin,77
TuCAYZ89lP_s6D7Y78xNhQ,checkin,726
FTFxgoq7-4VhulbrtKFIJw,checkin,91
8lTyozmJa3DhTVV8srdXIw,checkin,12
